label,text,product_id,product_name
1,به نظرم بهترین ایرپادی که میشه تو این قیمت خرید از نظر صدا که واقعا عالییی و کیفیت دستگاه هم که خیلی خوب بود من خودم باهاش کالاف بازی میکنم.,7256385,هدفون بلوتوثی مدل HW͏80
1,خیلی با کیفیت وخوبه کاملا راضی کننده است,7256385,هدفون بلوتوثی مدل HW͏80
1,کیفیت بالایی داره با این قیمت بنظرم واقعا ارزش خرید داره. تمام چیزی که از یه هندزفری بلوتوثی میخواستم به شدت پیشنهاد میشه.,7256385,هدفون بلوتوثی مدل HW͏80
1,سلام دوستان من تو شگفت انگیز خرید کردم بنظرم عالیه این دیدگاه رو بعد از حدود 12 روز استفاده عرض میکنم دقیقا مشخصات قید شده برا این ساعت درست بود در مورد شارژ هم بایستی بگم بسیار عالی هستش و حدود 12 روز رو با 87% شارژی که داشت کار کرد.,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,عمر باتریش خوبه فشار ضربان قلب و اکسیژن خون رو اندازه میگیره و گام شمار داره با برنامه معرفی شد تم های زیادی در اختیارتون میزاره من براش بند فلزی از دیجی کالا خریدم وگرنه بند خودش سیلیکونیه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,"با توجه به قیمتش خیلی کاربردیه. بیشتر گزینه هاش رو استفاده کردیم عالی بود, فشار سنجش هم با فشارسنج طبی چک کردیم تقریبا یکی بود. تنوع خوبی در بک گراند ها داره ظاهر خوبی در دست داره گلس اضافی هم داره در دفترچه راهنماش زبان فارسی هم هست",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,واقعا از همه لحاظ عالیه کیفیت صدا تصویر نوشتاری بدون هنگ کردن چند بار پشت سر هم امتحانش کردم عالی بود از لحاظ مدت نگه داشتن شارژ نزدیک ده روز هنوز شارژ داره امکانات بسیار خوبی داره برنامه da fit از گوگل پلی دانلود کنین وصل بشین,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
2,کتابچه راهنما خیلی ریز نوشته شده وبرای کسانی که یه خورده چشماشون ضعیفه خیلی مشکل خونده میشه در ضمن کالا فاکتور فروش نداشت چه جوری ثابت کنیم خریداری شده?!من رنگ مشکی براق سفارش دادم که تخفیف خورده بود حالا که بدون تخفیفه مشکی مات برام فرستاده شده که قیمتش تخفیف خورده یهرکه برام سئوال برانگیزه در ضمن این قدر تفاوت قیمت به خاطر رنگ منطقی به نظر نمی رسه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,"عالیه. دقیقا همونی ک میخاستم ‌.تو تخفیف گرفتم و خیلی راضیم بخصوص برنامه های ورزشیش, بدرد پیاده روی و باشگاه میخوره. عمرباتریش خوبه ,سه چهارروز جوابه , حسگرهاام خوب عمل میکنه و سرعت تاچش بالاست. کلی طرح خوشگل برای صفحه نمایش داره",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,آقا یه ساعت خیلی خیلی خوب با کیفیت ببین 10روز شارژ نگه میداره یک ساعت 100درصد شارژ میشه ((ضد آب واقعی )) سنسورهای خیلی دقیق در حد تجهیزات پزشکی من تست کردم رابط کاربی خیلی خوب با برنامه سریع و راحت با گوشی متصل میشه هم اندروید هم آ یو اس وتعداد زیادی واچ فیسهای کلاسیک خیلی زیبا,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,این ساعت من برای خودم خریدم بسیار ساعت زیبا کارامد و جذابیه من منتظرام دوبار موجود بشه وبرای همسرم یکی بخرم. تجربه این خرید بسیار رضایت بخش بود بسیار ممنونم به همه دوستانی که ساعت صفحه گرد و با امکانات زیاد دوست دارن توصیه میکنم واقعا ساعت بی نقصیه با این قیمت,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,من این ساعت را در تخفیف گرفتم سه روز زودتر از موعد بدستم رسید که عالی بود برنامه Da fit را دانلود کنید تا با ساعتتون هماهنگ بشه در کل نسبت به قیمتش خوب و خوش دسته توی جعبش یه گلاس هم گذاشتند که خیلی کیفیت نداشت و من جداگانه سفارش دادم تا الان که همه چیش خوبه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,من اینو برای پسرم خریدم چون ورزشکاره خیلی ازش راضی بوده و دوسش داره با گوشیش ست کرده و برای خرید این بارها ازم تشکر کرد چون عالی بود,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,چقدر یه ساعت میتونه جذاب باشه مگه? خیییلی خوب بود. شارژ خوب نگه میداره. سرعت شارژ عالیه. صفحه نمایش و تنوع بکگراند خیلی خوبه.,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,زودتر از تایم ثبت شده به دستمون رسید. از لحاظ فنی و عملکردی که با مشخصات ذکر شده در توضیحات تطابق کامل داشته و از لحاظ ظاهری هم زیبا و شیک هست و من که برای دختر 11ساله ام خریدم متناسب با دستش هست و خیلی هم از کار با اون راضی و خوشحاله وکار با اون راحته و دقت حسگرها هم تا الان که منظم بوده,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,"بهترین گزینه با توجه به قیمت ,سنسورهای فشار و ... هم خوب کار میکنه",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,ساعت بسیار عالی هست چند روزه دستم رسیده کارایی عالی داره شارژ هم خوب نگه میداره,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,تو بسته بندی زیبا و پلمب..زیبا و شیک سبک و راخت ارزش خرید داره من راضی بودم,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,"بسیار زیبا و با دقت خوب و قابل قبول , حسگر های آن بدرستی کار می کند , در روشنایی روز نیز کارایی خوبی دارد",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,شیک باکیفیت با کارامد برنامه های خوبی داره استفاده از این ساعت اسونه من خیلی راضی هستم,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,تمامی برند مدل ها توی بازار دستشون گردن هم هست و چینی هستند .در کل نسبت به قیمت تخفیف خورده خوب هست .,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,کارایی خوبی داره به گوشی a15 راحت وصل میشه و پخش موزیک و امکان برقراری تماس تلفنی و مشاهده پیامک در صفحه ساعت و تغییر تم ساعت هم داره من راضیم تا حالا,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,نسبت به قیمتش کارایی و امکانات خوبی داره.,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,با سلام و تشکر از دیجی کالا ساعت خوش فرم و جالبی است من که دوستش داشتم فقط یه مشکلی که مثل ساعتهای دیگه با دست گذاشتن خاموش و روشن نمیشه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,سلام دوستان من این مدل خریدم واقعا راضی ام اگر دوست داشتین بخرین,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,خیلی شیک و زیباس اصلااااا همچین قیمتی ساعت نداریممم,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,از همه نظر عالی یک مححصول با کیفیت,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,ساعت خوبیه تو شگفت انگیز خوبه خریدش,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,"درود این دستگاه دستگاه خوبیه نسبتا سنسور های پایش بدن مانند اکسیژن خون , فشار خون و ضربان قلب تا اندازه ای درستند بویژه گام شمارش برای کسایی که ورزش و پیاده روی می‌کنن خیلی خوبه گرچه گام شمارش یه کمی کنده ولی خوبه. لمس خوبی داره نکته ی منفیش باتری دستگاه بود که اینجور که نوشتن نیست و سه درصد سه درصد کم میشه و بیشتر از سه روز کار نمی‌ده اونم با استفاده ی متوسط نه سنگین نمیدونم شاید دستگاه من ایراد داره... نکته ی پایانی اینکه این مدل دقیقا با x65 pro یکیه و مو نمیزنن چون من دوتاش را داشتم. هر دو شون با اپلیکیشن دافیت همآهنگ میشن ولی در کل این دستگاه بیشتر از دو میلیون تومن نمی ارزه و با این قیمت خوبه. بدرود",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,کیفیت ساخت خوبی داره بنظرم امکاناتشم خوبه ماندگاری شارژ خوبیم داره کلا بنظرم تو این رنج قیمت ارزش خرید بالایی داره,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,عااااالی پیشنهاد میکنم برای خریدنش,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,خیلی ساعت خوبی بود با بسته بندی عالی واچ فیس های عالی و متنوعی داشت مکالمه هم داره 2 تا هم بازی حوصله سر بر داره شارژ رو هم زیاد نگه میداره,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,نسبت به پولی که پرداخت میکنی امکانات خوبی داره,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
2,"دستگاه رو تازه گرفتم و فوق العادست ولی تحویلش فاجعه بود, 3 روز دیر به دستم رسید...",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,عالی خیلی باکلاس و قیمت مناسب,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,من توشگفت انگیز خریدم تخفیف گذاشته بودن الان دیدم قیمت بدون شگفت انگیزه همون قیمت بود که تخفیف خورده بود از دیجی کالا کلا بد بین شدم دیگه خرید نمیکنم,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
2,"بسته بندی مناسب, شرایط ظاهری خوب, گلس محافظ چندان مرغوب نبود.",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,سلام به دستم رسید خیلی قشنگه خوشم اومد واقعا کاریش عالیه ❤️🙏,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,راضیعم کاملا به من که حس خوبی داد واقعا ده روز که شارز قطعا نگه نمیداره ولی خوبه دوام شارژش,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,کیفیت خوب و سرعت قابل قبول واقعا خوبه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,عالیه .ساعت سامسونگ داشتم گذاشتم کنار باطریش عالیه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,"سلام من این کالا دیروز باز کردم زدم سه ساعت شارژ ,از لحاظ کیفیت ساخت بد نیست امکاناتش خوبه از دیروز هنوز شارژش رو صد در صد موند در کل کالای خوبی هست",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,پیشنهاد من فقط خرید در زمان شگفت انگیزه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,با کیفیت هستش ولی اتصال آهنربایی شارژر چفت و محکم نمیشه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,باتری مشکل دارد و زود خالی میشود. تا الان و پس از سه روز تحویل گرفتن هنوز نتونستم مرجوعی بدهم! سیستم دیجی کالا آدرس کن رو اشتباه نشون میده! متاسفم براتون,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,عالی به خاطر قیمتش حرف نداره,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,کارایی خوب و کیفیت نسبت به قیمت خوب,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,در حد خوش خوب بود,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,من در جشنواره گرفتم که نسبت به قیمت بد نبود به ios متصل شد و اتصال اش پیداره قطع وصلی نداره اوکی هست,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,عالی بود همون چیزی که میخواستم,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,روشنایی صفحه پایینه اگر صفحه اش amoled بود باز خوب بود و اینکه درکل بنظر من از برند های دارای نام و نشان مشخص استفاده کنید این جنس بخاطر بی نام بودن اصلا از نظر سخت افزار و نرم افزار و حتی قیمت قابل مقایسه با ساعتی دیگه نیست هیچ منبع معتبری برای صحت اطلاعاتی که فروشنده گفته وجود ندارد اگه روزیم خراب بشه باید بندازید دور چون به هیچ کس نمیتونید بگید اسم ساعتتون چیه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,خیلی خوشگله. تاچش خیلی قویه باتریش عالیه . سبکه . اهنگ پخش میکنه صداش از ساعت میاد. پیامارو نشون میده پیشنهاد میکنم,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,1 تومن بیشتر ارزش نداره,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,این ساعتو برای پسرم گرفتم تا حالا که ازش راضیه فقط شارژ کردنش چون مگنت یه خورده سخته آبشناش بد نیست خوبه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,"برای مچ دست من بزرگ بود, ولی امکاناتش اکی بود",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,واقعا آشغاله به هیچ وجه ارزش ندارد سنسورها که اصلا به درد نمیخوره بند بسیار مضخرف و زشت ساعت بسیار ضخیم و بدفرم از همه مهمتر سنسور ژیروسکوپ اصلا دقیق نیست اصلا متن پیام رو کامل نشون نمی ده فقط یکی دو خط اول رو نشون میده عدم ویبره زدن در زمان تماس در زمان قطع صدا عدم کنترل و کم و زیاد کردن صدای تماس,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
2,"مدت شارژ واسه من دو روز بود,نمی دونم چرا عنوان شده مدت زمان کار سنگین 5 روزه",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,یک ساعت هوشمند معمولی. نه خیلی خوبه نه خیلی بد. من همزمان با این ساعت یک ساعت هوشمند دیگه هم تو رنج قیمتی این ساعت خریدم ولی اون خیلی بهتر بود.,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,امکان تماس صورتی نداره. من برای امکان صوتیش خریدم قدرت ویبره مثل سایر ساعت ها کم نمیشه,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,"سلام,من این ساعتو سفارش دادم ساعت خوبیه",5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,قدم شمارش درست کار نمیکنه برآورده دستگاه از فاصله طی شده درست نیست,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
0,ساعت برای من خارج از خانه ارور میداد و از اپلیکیشن دیسکانکت میشد مرجوع کردم .‌,5522850,ساعت هوشمند مدل  G͏9͏9͏U͏ltra-2025
1,"باسلام پایه نگه دارنده گوشی موبایل, به آسانی پایه های آن تنظیم می‌شود نگه‌دارنده ثابت و خوبی است. از جنس پلاستیک خشک است. در کل وسیله کاربردی و مناسبی است. سپاسگزارم",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,"خیلی خوبه برای نگهداری گوشی تو هر زاویه ای ولی جنس پلاستیکش یجوریه که باید با ملایمت باهاش برخورد کنید وگرنه میشکنه , غیر ازون خیلی خیلی مفیده و جای گوشی ثابت میشه دیگه مصیبت نداره دنبال جا گشتن و افتادن مداوم گوشی",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,پایه نگهدارنده گوشی خیلی خیلی کار راه اندازه مخصوص برای کسایی که ویدیو کال میکنن و همش دنبال جای مناسب گذاشتن گوشی میگردن خیلی راحتی میاره باعث میشه گوشی لیز نخوره و راحت باشه و راحت تنظیم میشه,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,"عالیههه ,شما می تونید برای درس دادن ,فیلم دیدن,دیدن فیلم تدریس معلمان ,جنسش هم خوبه و شکستگی ای نداره در خریدن شک نکنید , ,رنگ آبی ,سورمه ای را بخرید خیلی قشنگه و شیکه ,,,نکات ما راهم بخونید تازه 270درجه هم چرخش داره ولی حتما نکات ما را خوب خوب بخونید",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,همونطور که نوشتم تنها بدیش کیفیتش بود می تونست یکم بهتر باشه وقتی دستتون می گیرد و از نزدیک می بینید ممکنه یکم توی ذوقتون بخوره اما در کل خوبه و پیشنهاد می شه⁦ ⁩برای تبلت عالیه که بزارید یه گوشه راحت فیلم ببیند و کارهای دیگه کنید,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,"محصول کثیف به دست من رسید, یعنی انقدری به خودشون زحمت نداده بودن که کثیفی محصول رو برطرف کنن و من مجبور شدم بشورمش! من خریدم رو از گالری الماس ایرانیان انجام دادم و توصیه میکنم از این فروشنده تهیه نکنید",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,پایه واقعا عالیه ثابت هست و بیشتر دستگاه ها هم نگه میداره و تنظیم خیلی راحتی داره حتما بخرید از دیجی کالا.,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
2,"خلاصه بخدام بگم این محصول یه زباله‌ی کاربردی هستش , زباله از این نظر که متریال ساخت و پلاستیکش افتضاحه و بازیافتی به نظر میاد در مورد کاربردش اما باید بگم کار راه بندازه و قابلیت تنظیم زاویه داره و ابعادشم بیشتر مناسب گوشی هست اما تبلت رو هم میتونه نگه داره... البته با توجه به قیمتش , پایین بودن سطح کیفیت ساخت توجیه پذیره... اگه مطلب براتون مفید بود لایکو بکوبید که بیاد بالا بقیه دوستان هم استفاده کنن",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,زاویه اش تنظیم میشه جمع و جوره قیمتش خوبه و خیلی کار راه اندازه راضی ام,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,محصول خیلی زدگی داشت. و پایه نگهدارندش شل بود. فکر کنم محصول معیوبشون رو برام فرستادن که ارزش مرجوعی نداشت. ولی در کل محصول کار راه اندازیه اگه معیوب نباشه.,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,خیلی افتضاح بود. گوشی که به زور تو محلی مه تعبیه کردن جا میشه درضمن اگه جا هم بشه قسمتی که برای پایه هولدر گذاشتن و خم میشه تا شما زاویه گوشیتونو تنظیم کنین انقدر شله که وقتی گوشیتونو میذارین روش باز میشه بصورت کامل و گوشی میوفته یعنی درواقع نمیتونه وزن گوشی رو تحمل کنه,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,فعلا خوبه . باید دید در دراز مدت ضعیف میشه یا نه . من هر دو مدل گرفتم . هرکدوم خوبی های خاص خودشو داره,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,خوب بود فقط رنگش ورد پسند نبود پیشنهاد می‌کنم قبل از ثبت سفارش رنگ مورد دلخواه خود را انتخاب نمایید,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,برخلاف نظر دیگران بنظرم بسیار خوب بود از نظر کارایی خیلی خوبه برای دخترم خریدم عالیه پیشنهاد میکنم رنگ صورتی خریدم 3 حالا مدل ایستایی داره بسیار نرم تغییر ایستایی میده عکس میذارم قیمتش هم با توجه به کیفیت و کارایی خیلی خوب بود,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
2,"کارو در میاره , اجرایی هست, ولی خیلی متریال ارزون و چسبش هم مشخصه حتی. کاربردی هست ولی انتظار زیادی ازش نداشته باشید. یه حسی هم بهم میگه زیاد دوام نخواهد آورد",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,سایزها صحیح نبود با اینکه من دو بار سفارش دادم باز هم سایز کوچک بود,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,"خیلی خوبه, جنس قوی نداره اما کار راه اندازه",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,"توی ویدئو هم گذاشتم ,کاملا سالمه اهرم پشتش تا 90 درجه هم میچرخه راجع به اینکه بقیه نظر دادن گوشیم توش جا نمیشه , باید بگم که من با قاب حتی گذاشتم گوشیمو ایستاد روش .نیاز نیست اصلا کامل گوشی بره داخلش راضی بودم",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,"بدرد گوشی‌های سنگین نمیخوره , هی باز میشه , بهتره ثابتش رو بگیرین",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,دوستان گل من مدل های زیادی گرفتم شاید اگر تعریف اضافه نباشه بگم نسبت به قیمت بی نظیره تمام مزیت هاش عنوان شده حتما زمانی که کالا ارسال میشه جلوی مامور پست نگاه کنین اگر مشکل داشت همونجا مرجوع کنین یکی دیگه سفارش بدین دیگه در بین یک میلیون کالا ده تا دونه هم طبیعیه خراب از آب در بیاد این دلیل بر جنس بد نمیشه بدون نگرانی بخرید و واقعا اگر خریدی و به حرف من رسیدی نظرم و لایک کن من همیشه سعی دارم وسیله هایی که میگیرم و دقیق عنوان کنم,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,قبلا داشتم وسیاه کاربردی و خوب,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,عالیی به شدت پیشنهاد میشه,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,واقعا بی کیفیت. یه مقوا تا کنید گوشیتون رو بهش تکیه بدید بهتره. من مرجوع نکردم چون 50 تومن ارزشش رو نداشت اما واقعا چیز به درد نخوری ه. اون لولای تنظیم زاویه اش هم کاملا شل هست و با کوچیکترین فشاری تغییر زاویه میده,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,نسبتا کالای به درد بخوریه ولی جنسش کیفیت مناسبی نداره و زیبایی خاصی نداره اصلا پلاستیک بی کیفیتیه,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,با سلام. در توضیحات کالا نوشته شده شده مناسب تبلت ولی بنظرم نه تنها مناسب تبلت نیست بلکه حتی اگه گوشی شما هم کمی سنگین باشه نمیتونه وزن رو تحمل کنه و 180 درجه باز میشه!,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,"پایه نگهدارندش اصلا کیفیت ئ تحمل وزن گوشی رو نداره, مثل اسباب بازی میمونه, جایی هم که گوشی رو نگه میداره انقدر تنگه که باید قاب گوشی رو در بیاری تا گوشی جا بشه, البته من پایه رو چسب زدم تا محکم شه و ثابت بمونه و جای نگهدارنده گوشی رو هم مجبور شدم بشکنم تا گوشی جا بشه, در کل مگه چقدر پول گرفته که بخوام انتظار بیشتری داشته باشم",640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
0,سلام وقت بخیر سوال من رنگ طوسی انتخاب کردم ولی رنگ سیاه تحویل گرفتم,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,ضمن عرض سلام .. سپاس از خدمات شما ... با آرزوی موفقیت بیشتر ....,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,خیلی به کارتون میاد بخرید,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,من سه تا رنگ گرفتم بقیه .رنگ مشکی با قاب داخل شیار میره اما بقیه رنگ ها با قاب توی شیار نمیره بالاشون وایمیسه .واقعا خیلی کاربردی . جنسش پلاستیکیه اما از پلاستیک بازیافتی نه. درجه بندی هم داره . برای ویدیو گرفتن و تماس تصویری و فیلم دیدن خیلی خوبه. قیمتشم مناسبه,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,خوب بود ممنونم از فروشنده محترم,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,قیمت و کیفیت مناسب بود.,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
1,با توجه به قیمتش خوبه. کاربردیه و قدرت تاشوندگی خوبی داره. تو زاویه های مختلف هم خوب نگه میداره. من 3 4 تا تا الان ازش گرفتم. به خصوص رو میز کار برای سر کار خوب و کارآمده,640309,پایه نگهدارنده گوشی موبایل و تبلت یونیورسال مدل 270 درجه
